Case,Cycle,temp_mold_init,temp_mold_final_sim,temp_mold_final_real,Error_mold,temp_gob_init,temp_gob_final_sim,temp_gob_final_real,Error_gob
57,6,402.9629126,402.702519448716,402.7605035,-0.0579840512837677,1200,1075.41569492492,1075.600854,-0.185159075082765
57,7,402.7605035,402.502514975898,402.5596497,-0.0571347241024114,1200,1075.23375527563,1075.641717,-0.407961724372626
57,8,402.5596497,402.304049304802,402.3603041,-0.0562547951976171,1200,1075.0529852107,1075.672558,-0.619572789297763
57,9,402.3603041,402.107075847652,402.1624488,-0.0553729523476818,1200,1074.87334785224,1075.695029,-0.821681147755953
57,10,402.1624488,401.911576870919,401.966021,-0.0544441290813893,1200,1074.69483243727,1075.710557,-1.01572456272856
57,11,401.966021,401.717490277445,401.770972,-0.0534817225545794,1200,1074.51738750214,1075.720124,-1.20273649786441
57,12,401.770972,401.524767904509,401.5772959,-0.0525279954907774,1200,1074.34097403297,1075.724725,-1.38375096703044
57,13,401.5772959,401.333403880374,401.3849541,-0.051550219626165,1200,1074.16559155157,1075.72501,-1.55941844842914
57,14,401.3849541,401.143360024624,401.1939029,-0.0505428753763226,1200,1073.99120985805,1075.721692,-1.7304821419475
57,15,401.1939029,400.954593119556,401.0041536,-0.0495604804435175,1200,1073.81779392326,1075.715083,-1.89728907673953
57,16,401.0041536,400.767114290983,400.8156463,-0.0485320090166397,1200,1073.64535851221,1075.705804,-2.06044548779209
57,17,400.8156463,400.580864317495,400.628377,-0.0475126825053849,1200,1073.47385359152,1075.69428,-2.2204264084794
57,18,400.628377,400.395839209967,400.4423087,-0.046469490032564,1200,1073.30327979268,1075.680611,-2.37733120732332
58,1,403.9979072,403.865733405228,403.8816565,-0.0159230947725177,1200,1074.55513354479,1075.059059,-0.503925455212539
58,2,403.8816565,403.750817191111,403.7650716,-0.0142544088894283,1200,1074.45102518019,1075.26135,-0.810324819806965
58,3,403.7650716,403.635571303182,403.649075,-0.013503696817736,1200,1074.34653799151,1075.387397,-1.04085900849418
58,4,403.649075,403.520907643902,403.5338373,-0.0129296560980947,1200,1074.24249902445,1075.478971,-1.23647197555397
58,5,403.5338373,403.406994840841,403.4193891,-0.0123942591591231,1200,1074.13906267886,1075.549439,-1.41037632114399
58,6,403.4193891,403.293863128454,403.3057782,-0.0119150715464116,1200,1074.03625800442,1075.604924,-1.56866599558384
58,7,403.3057782,403.18155974256,403.1930017,-0.0114419574400699,1200,1073.93412959107,1075.649067,-1.71493740892561
58,8,403.1930017,403.070081801897,403.0810404,-0.0109585981030023,1200,1073.8326765193,1075.684226,-1.85154948070476
